,eventimage,eventtitle,placename,cityname,eventstartdate,eventDescripton
413,https://images.discotech.me/venue_template/d5b2c0dc-b580-4137-a34d-867be7365c07.jpg?auto=format%2Ccompress,Legacy Mondays,Legacy Club,Las Vegas,"Monday, August 15, 2022 4:00 PM",
414,https://images.discotech.me/events/37179274/bee6b6c8-5679-45e5-8e66-6790d8853a7b.jpg?auto=format%2Ccompress,DJ Shift,Jewel,Las Vegas,"Monday, August 15, 2022 10:30 PM","Tickets
Tickets available online.
View Tickets"
415,https://images.discotech.me/events/None/b1774f5e-61b7-4696-babc-05bf4386ee0c.png?auto=format%2Ccompress,Weekdays at Circa Stadium Swim,Stadium Swim,Las Vegas,"Tuesday, August 16, 2022 9:00 AM","Tickets
Tickets available online. Use promo code DISCO to save 10% on your tickets!
View Tickets"
416,https://images.discotech.me/events/37197070/691c8fc7-68fc-4faf-8a5f-8c7d98dbebfb.jpeg?auto=format%2Ccompress,Tequila Tuesday,Azilo Ultra Pool,Las Vegas,"Tuesday, August 16, 2022 10:00 AM","Bottle Service
Bottle Menu Unavailable Floor Plan
Table Reservations close at 8 am
Lounge Chair
1 GUESTS | $50.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit, Chair purchase includes an umbrella
All Entry to Azilo Ultra Pool is complimentary with the purchase of a chaise lounge
All juice and soda mixers are included with the purchase of a bottle
The exact location will be determined when you arrive at the door
Maximum capacity of 1 person per lounge chair
Azilo Ultra Pool will be aged 21+ daily
Daybeds Spa
4 GUESTS | $100.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of Spa Day Bed
All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Spa Day Bed
Azilo Ultra Pool will be aged 21+ daily
Lilypads
4 GUESTS | $200.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of Lily Pad
All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Lily Pad
Azilo Ultra Pool will be aged 21+ daily
Daybed
4 GUESTS | $250.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Pool Day Bed
Azilo Ultra Pool will be aged 21+ daily
Cabanas
10 GUESTS | $400.00 MIN
Azilo Ultra Pool Cabanas include 2 Sun Loungers out front of Cabana, TV, Sounds System, Fridge & Couch, Misting Fans, Exclusive Pool.
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 10 person(s) per Cabana
Azilo Ultra Pool will be aged 21+ daily
Bungalow
12 GUESTS | $500.00 MIN
Azilo Ultra Pool Bungalows include 2 Sun Loungers out front of Cabana, TV, Sounds System, Fridge & Couch, Misting Fans, Exclusive Pool.
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 15 person(s) per Bungalow
Azilo Ultra Pool will be aged 21+ daily"
417,https://images.discotech.me/venue_template/d5b2c0dc-b580-4137-a34d-867be7365c07.jpg?auto=format%2Ccompress,Legacy Tuesdays,Legacy Club,Las Vegas,"Tuesday, August 16, 2022 4:00 PM",
418,https://images.discotech.me/events/37193428/5c373fad-30e1-4159-9480-162b3786859d.jpg?auto=format%2Ccompress,An Evening with Silk Sonic,Park Theater at Park MGM,Las Vegas,"Tuesday, August 16, 2022 9:00 PM","Artists
Bruno Mars
Pop, Rock, R&B
14 Upcoming Events
Anderson .Paak
Rap / Hip-Hop
10 Upcoming Events
Silk Sonic
R&B
9 Upcoming Events"
419,https://d3nxoulyw7bc8u.cloudfront.net/venue_template/3830/a89859e1-cb40-4850-b2d1-f77e43326ba5.jpg,Tuesdays,Foundation Room,Las Vegas,"Tuesday, August 16, 2022 9:30 PM","Bottle Service
Bottle Menu Floor Plan Unavailable
Table Reservations close at 7:30 pm
Inside Table
6 GUESTS | $500.00 MIN
Table for 6 located indoors.
Outside Table
6 GUESTS | $500.00 MIN
Table for 6 located outdoors.
Inside Table (Large)
12 GUESTS | $1,000.00 MIN
Table for 12 located indoors.
Outside Table (Large)
12 GUESTS | $1,000.00 MIN
Table for 12 located outdoors."
420,https://images.discotech.me/events/37194516/a13fd448-6948-4494-a57c-a9bb9e419ad4.jpg?auto=format%2Ccompress,Nicky Romero,Omnia,Las Vegas,"Tuesday, August 16, 2022 10:30 PM","Bottle Service
Bottle Menu Floor Plan
Table Reservations close at 8:30 pm
Heart 2nd Tier
8 GUESTS | $1,000.00 MIN
Terrace Strip View
6 GUESTS | $1,000.00 MIN
Terrace Cabana
8 GUESTS | $1,000.00 MIN
Bachelorette Gold Table Package
8 GUESTS | $1,500.00 MIN
This is for LADIES ONLY
Heart Dance Floor
10 GUESTS | $1,500.00 MIN
Terrace 2nd Tier
8 GUESTS | $1,500.00 MIN
Bachelorette Diamond Table Package
10 GUESTS | $2,000.00 MIN
This is for LADIES ONLY
Main Room Balcony Small
10 GUESTS | $2,000.00 MIN
Small Balcony Table
Main Room 3rd Tier
10 GUESTS | $3,000.00 MIN
3rd Tier Main Room Table
Main Room Balcony Large
12 GUESTS | $3,000.00 MIN
Large Balcony Table
Main Room 2nd Tier
12 GUESTS | $4,000.00 MIN
2nd Tier Main Room Table
Main Room Upper Dance Floor
15 GUESTS | $5,000.00 MIN
Main Room Upper Dance floor Table
Main Room Dance Floor
15 GUESTS | $7,000.00 MIN
Main Room Dance Floor Table"
421,https://images.discotech.me/events/37197038/fc51486b-a99d-49e5-a102-7ea58890557a.jpeg?auto=format%2Ccompress,Otr Tuesdays,On the Record,Las Vegas,"Tuesday, August 16, 2022 10:30 PM","Tickets
Tickets available online.
View Tickets"
422,https://images.discotech.me/events/None/d7fca89c-a971-4893-8029-fad58c441f23.png?auto=format%2Ccompress,Weekdays at Circa Stadium Swim,Stadium Swim,Las Vegas,"Wednesday, August 17, 2022 9:00 AM","Tickets
Tickets available online. Use promo code DISCO to save 10% on your tickets!
View Tickets"
423,https://images.discotech.me/events/37199176/fcfb0765-0ef5-49fc-8587-6b9a62a95c98.jpeg?auto=format%2Ccompress,Azilo Ultra Pool Wednesday,Azilo Ultra Pool,Las Vegas,"Wednesday, August 17, 2022 10:00 AM","Bottle Service
Bottle Menu Unavailable Floor Plan
Table Reservations close at 8 am
Lounge Chair
1 GUESTS | $50.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit, Chair purchase includes an umbrella
All Entry to Azilo Ultra Pool is complimentary with the purchase of a chaise lounge
All juice and soda mixers are included with the purchase of a bottle
The exact location will be determined when you arrive at the door
Maximum capacity of 1 person per lounge chair
Azilo Ultra Pool will be aged 21+ daily
Daybeds Spa
4 GUESTS | $100.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of Spa Day Bed
All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Spa Day Bed
Azilo Ultra Pool will be aged 21+ daily
Lilypads
4 GUESTS | $200.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of Lily Pad
All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Lily Pad
Azilo Ultra Pool will be aged 21+ daily
Daybed
4 GUESTS | $250.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Pool Day Bed
Azilo Ultra Pool will be aged 21+ daily
Cabanas
10 GUESTS | $400.00 MIN
Azilo Ultra Pool Cabanas include 2 Sun Loungers out front of Cabana, TV, Sounds System, Fridge & Couch, Misting Fans, Exclusive Pool.
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 10 person(s) per Cabana
Azilo Ultra Pool will be aged 21+ daily
Bungalow
12 GUESTS | $500.00 MIN
Azilo Ultra Pool Bungalows include 2 Sun Loungers out front of Cabana, TV, Sounds System, Fridge & Couch, Misting Fans, Exclusive Pool.
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 15 person(s) per Bungalow
Azilo Ultra Pool will be aged 21+ daily"
424,https://images.discotech.me/events/37179295/3eac7ac9-2e6a-4c8f-9398-ddf26eaa306e.jpg?auto=format%2Ccompress,Yo Quiero Silla,Liquid,Las Vegas,"Wednesday, August 17, 2022 11:00 AM","Tickets
Tickets available online.
View Tickets"
425,https://images.discotech.me/venue_template/d5b2c0dc-b580-4137-a34d-867be7365c07.jpg?auto=format%2Ccompress,Legacy Wednesdays,Legacy Club,Las Vegas,"Wednesday, August 17, 2022 4:00 PM",
426,https://images.discotech.me/events/None/7e23b7a4-709f-4315-8fbf-12308f561e58.jpg?auto=format%2Ccompress,John Legend - Love In Las Vegas,Zappos Theater,Las Vegas,"Wednesday, August 17, 2022 8:00 PM","Resale Tickets
Sold Out? Get tickets on StubHub.
View Resale Tickets
Discotech may receive a commission on resale ticket purchases."
427,https://d3nxoulyw7bc8u.cloudfront.net/venue_template/3826/14eb35f1-8871-40b3-a3f0-0b56150f716c.jpg,Wednesdays,Foundation Room,Las Vegas,"Wednesday, August 17, 2022 9:30 PM","Bottle Service
Bottle Menu Floor Plan Unavailable
Table Reservations close at 7:30 pm
Inside Table
6 GUESTS | $500.00 MIN
Table for 6 located indoors.
Outside Table
6 GUESTS | $500.00 MIN
Table for 6 located outdoors.
Inside Table (Large)
12 GUESTS | $1,000.00 MIN
Table for 12 located indoors.
Outside Table (Large)
12 GUESTS | $1,000.00 MIN
Table for 12 located outdoors."
428,https://images.discotech.me/events/37232546/af4fb64a-4c33-40d9-a2cd-58c8c0c27827.jpg?auto=format%2Ccompress,"Kids At Heart Party Presents - Point.Blank, Autokorekt, b2b Eazley",House of Blues,Las Vegas,"Wednesday, August 17, 2022 10:00 PM",
429,https://images.discotech.me/venue/None/334b8a86-932e-46bc-9fce-dab73ff5737c.jpg?auto=format%2Ccompress,Party Bus Rental,Las Vegas Party Bus,Las Vegas,"Wednesday, August 17, 2022 10:00 PM","Event Details
Las Vegas transportation services offered in this limousine type include:
Point to point services:
Single stop trips made easy and convenient, as our service can drop you off and pick you up later on.
Dedicated chauffeur services:
Have the convenience of a dedicated Chauffeur for several hours or for the day as your agenda can change from one moment to the next.
Disclaimer:
* Hourly rates do not include driver gratuity, Nevada excise tax, fees or applicable fuel surcharges.
* Fuel surcharges are subject to change.
* This party bus requires a minimum 2-hour booking.
† Complimentary champagne requires a minimum of 2-hour booking."
430,https://images.discotech.me/events/37168756/a3c44a8a-e059-4b9f-a5d2-6ba6ae9e4f3a.jpeg?auto=format%2Ccompress,Dillon Francis,EBC at Night,Las Vegas,"Wednesday, August 17, 2022 10:30 PM","Tickets
Use promo code DISCO to get a discount on your tickets!
View Tickets"
431,https://images.discotech.me/events/37198142/0a0147e5-a39c-4b58-856d-910ddd0890a1.jpeg?auto=format%2Ccompress,Otr Wednesdays,On the Record,Las Vegas,"Wednesday, August 17, 2022 10:30 PM","Tickets
Tickets available online.
View Tickets"
432,https://images.discotech.me/events/None/81b91540-0600-4fba-91cf-0dfe0c2bc186.jpg?auto=format%2Ccompress,Pablo Ceballos - in the Library on Wednesdays,Marquee Nightclub,Las Vegas,"Wednesday, August 17, 2022 10:30 PM","Tickets
Tickets available online.
View Tickets"
433,https://images.discotech.me/events/None/603b144e-f023-4421-b6e9-a4cac0a3169f.png?auto=format%2Ccompress,Weekdays at Circa Stadium Swim,Stadium Swim,Las Vegas,"Thursday, August 18, 2022 9:00 AM","Tickets
Tickets available online. Use promo code DISCO to save 10% on your tickets!
View Tickets"
434,https://images.discotech.me/venue/None/c5ee8135-2b96-4c77-a3fc-c3906fcce0cc.jpg?auto=format%2Ccompress,Thirsty Thursday,Azilo Ultra Pool,Las Vegas,"Thursday, August 18, 2022 10:00 AM","Bottle Service
Bottle Menu Unavailable Floor Plan
Table Reservations close at 8 am
Lounge Chair
1 GUESTS | $50.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit, Chair purchase includes an umbrella
All Entry to Azilo Ultra Pool is complimentary with the purchase of a chaise lounge
All juice and soda mixers are included with the purchase of a bottle
The exact location will be determined when you arrive at the door
Maximum capacity of 1 person per lounge chair
Azilo Ultra Pool will be aged 21+ daily
Daybeds Spa
4 GUESTS | $100.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of Spa Day Bed
All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Spa Day Bed
Azilo Ultra Pool will be aged 21+ daily
Lilypads
4 GUESTS | $200.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of Lily Pad
All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Lily Pad
Azilo Ultra Pool will be aged 21+ daily
Daybed
4 GUESTS | $250.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Pool Day Bed
Azilo Ultra Pool will be aged 21+ daily
Cabanas
10 GUESTS | $400.00 MIN
Azilo Ultra Pool Cabanas include 2 Sun Loungers out front of Cabana, TV, Sounds System, Fridge & Couch, Misting Fans, Exclusive Pool.
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 10 person(s) per Cabana
Azilo Ultra Pool will be aged 21+ daily
Bungalow
12 GUESTS | $500.00 MIN
Azilo Ultra Pool Bungalows include 2 Sun Loungers out front of Cabana, TV, Sounds System, Fridge & Couch, Misting Fans, Exclusive Pool.
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 15 person(s) per Bungalow
Azilo Ultra Pool will be aged 21+ daily"
435,https://images.discotech.me/events/None/53ba5397-db15-4b9c-b542-ccb53a26cbbe.jpg?auto=format%2Ccompress,Liquid Thursday,Liquid,Las Vegas,"Thursday, August 18, 2022 11:00 AM","Tickets
Tickets available online.
View Tickets"
436,https://images.discotech.me/events/37179183/f3d8fc01-2bc2-41c1-b9c0-396ddf3b7f4f.jpg?auto=format%2Ccompress,Out Of Office Thursdays,Tao Beach,Las Vegas,"Thursday, August 18, 2022 11:00 AM","Tickets
Tickets available online.
View Tickets"
437,https://images.discotech.me/events/37179386/e89dae02-43f1-40a1-8898-75eed26d591b.jpg?auto=format%2Ccompress,Vtech,Marquee Dayclub,Las Vegas,"Thursday, August 18, 2022 11:00 AM","Bottle Service
Bottle Menu Unavailable Floor Plan
Table Reservations close at 9 am
Daybed
8 GUESTS | $250.00 MIN
Prime Daybed
8 GUESTS | $500.00 MIN
Cabana
10 GUESTS | $750.00 MIN
Prime Cabana
10 GUESTS | $1,000.00 MIN
Grand Cabana
15 GUESTS | $2,000.00 MIN"
438,https://images.discotech.me/venue_template/d5b2c0dc-b580-4137-a34d-867be7365c07.jpg?auto=format%2Ccompress,Legacy Thursdays,Legacy Club,Las Vegas,"Thursday, August 18, 2022 2:00 PM",
439,https://images.discotech.me/events/37193432/17e2212e-9172-4c18-b931-4b5a5a0386c2.jpg?auto=format%2Ccompress,An Evening with Silk Sonic,Park Theater at Park MGM,Las Vegas,"Thursday, August 18, 2022 9:00 PM","Artists
Bruno Mars
Pop, Rock, R&B
14 Upcoming Events
Anderson .Paak
Rap / Hip-Hop
10 Upcoming Events
Silk Sonic
R&B
9 Upcoming Events"
440,https://d3nxoulyw7bc8u.cloudfront.net/venue_template/3827/1ec758ce-3161-4408-9eda-8b9911ce0e78.jpg,Thursdays,Foundation Room,Las Vegas,"Thursday, August 18, 2022 9:30 PM","Bottle Service
Bottle Menu Floor Plan Unavailable
Table Reservations close at 7:30 pm
Inside Table
6 GUESTS | $500.00 MIN
Table for 6 located indoors.
Outside Table
6 GUESTS | $500.00 MIN
Table for 6 located outdoors.
Inside Table (Large)
12 GUESTS | $1,000.00 MIN
Table for 12 located indoors.
Outside Table (Large)
12 GUESTS | $1,000.00 MIN
Table for 12 located outdoors."
441,https://images.discotech.me/events/37164033/d75ea81b-8503-42c5-acdd-6576538d941a.jpg?auto=format%2Ccompress,Chateau Rooftop Thursdays,Chateau,Las Vegas,"Thursday, August 18, 2022 10:00 PM",
442,https://images.discotech.me/events/37164948/d7269e92-7e81-41b8-b533-387036d36132.jpeg?auto=format%2Ccompress,Louis the Child,Zouk,Las Vegas,"Thursday, August 18, 2022 10:00 PM","Tickets
Use promo code DISCO to get a 10% discount off your tickets!
View Tickets"
443,https://images.discotech.me/events/37199061/6bd7fab8-1ad6-4767-ad3a-930095d3acea.jpeg?auto=format%2Ccompress,Otr Thursdays,On the Record,Las Vegas,"Thursday, August 18, 2022 10:00 PM","Tickets
Tickets available online.
View Tickets"
444,https://images.discotech.me/venue/None/334b8a86-932e-46bc-9fce-dab73ff5737c.jpg?auto=format%2Ccompress,Party Bus Rental,Las Vegas Party Bus,Las Vegas,"Thursday, August 18, 2022 10:00 PM","Event Details
Las Vegas transportation services offered in this limousine type include:
Point to point services:
Single stop trips made easy and convenient, as our service can drop you off and pick you up later on.
Dedicated chauffeur services:
Have the convenience of a dedicated Chauffeur for several hours or for the day as your agenda can change from one moment to the next.
Disclaimer:
* Hourly rates do not include driver gratuity, Nevada excise tax, fees or applicable fuel surcharges.
* Fuel surcharges are subject to change.
* This party bus requires a minimum 2-hour booking.
† Complimentary champagne requires a minimum of 2-hour booking."
445,https://images.discotech.me/events/37194538/ee6deb2e-1fd1-43a8-bfe4-3f0c6e721ecf.jpg?auto=format%2Ccompress,Deorro,Hakkasan,Las Vegas,"Thursday, August 18, 2022 10:30 PM","Tickets
Tickets available online.
View Tickets"
446,https://images.discotech.me/events/37179375/0ae6d68d-3d9e-4ac4-81b8-90a795cd1e48.jpg?auto=format%2Ccompress,DJ Wellman - Worship Thursday,Tao,Las Vegas,"Thursday, August 18, 2022 10:30 PM","Tickets
Tickets available online.
View Tickets"
447,https://images.discotech.me/events/37194517/8b60680c-8fc3-48cc-8908-3f048853eaff.jpg?auto=format%2Ccompress,Omnia Thursday,Omnia,Las Vegas,"Thursday, August 18, 2022 10:30 PM","Bottle Service
Bottle Menu Floor Plan
Table Reservations close at 8:30 pm
Terrace Strip View
6 GUESTS | $1,000.00 MIN
Terrace Cabana
8 GUESTS | $1,500.00 MIN
Bachelorette Gold Table Package
8 GUESTS | $1,500.00 MIN
This is for LADIES ONLY
Terrace 2nd Tier
8 GUESTS | $2,000.00 MIN
Bachelorette Diamond Table Package
10 GUESTS | $2,000.00 MIN
This is for LADIES ONLY"
448,https://images.discotech.me/events/37234259/8d153735-1bca-416f-baa2-ab75e5c71c4c.jpeg?auto=format%2Ccompress,Drai's After Hours,Drai's After Hours,Las Vegas,"Thursday, August 18, 2022 11:00 PM","Bottle Service
Bottle Menu Floor Plan
Table Reservations close at 9 pm
Stage Banquette
5 GUESTS | $1,000.00 MIN
Dance Floor
10 GUESTS | $2,000.00 MIN"
449,https://images.discotech.me/events/None/48e926e6-a92d-4eb9-91c9-4c9f325b61b5.png?auto=format%2Ccompress,Weekdays at Circa Stadium Swim,Stadium Swim,Las Vegas,"Friday, August 19, 2022 9:00 AM","Tickets
Tickets available online. Use promo code DISCO to save 10% on your tickets!
View Tickets"
450,https://images.discotech.me/events/37199178/9d0ad4d8-d0c0-4fcd-90fc-25a95e55c08e.jpeg?auto=format%2Ccompress,Azilo Ultra Pool Friday,Azilo Ultra Pool,Las Vegas,"Friday, August 19, 2022 10:00 AM","Bottle Service
Bottle Menu Unavailable Floor Plan
Table Reservations close at 8 am
Lounge Chair
1 GUESTS | $75.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit, Chair purchase includes an umbrella
All Entry to Azilo Ultra Pool is complimentary with the purchase of a chaise lounge
All juice and soda mixers are included with the purchase of a bottle
The exact location will be determined when you arrive at the door
Maximum capacity of 1 person per lounge chair
Azilo Ultra Pool will be aged 21+ daily
Daybeds Spa
4 GUESTS | $250.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of Spa Day Bed
All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Spa Day Bed
Azilo Ultra Pool will be aged 21+ daily
Lilypads
4 GUESTS | $300.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of Lily Pad
All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Lily Pad
Azilo Ultra Pool will be aged 21+ daily
Daybeds
4 GUESTS | $400.00 MIN
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 4 person(s) per Pool Day Bed
Azilo Ultra Pool will be aged 21+ daily
Cabanas
10 GUESTS | $700.00 MIN
Azilo Ultra Pool Cabanas include 2 Sun Loungers out front of Cabana, TV, Sounds System, Fridge & Couch, Misting Fans, Exclusive Pool.
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 10 person(s) per Cabana
Azilo Ultra Pool will be aged 21+ daily
Bungalow
12 GUESTS | $1,000.00 MIN
Azilo Ultra Pool Bungalows include 2 Sun Loungers out front of Cabana, TV, Sounds System, Fridge & Couch, Misting Fans, Exclusive Pool.
Remaining F&B minimum spend plus sales tax & gratuity due upon arrival - additional to 20% deposit
Entry to Azilo Ultra Pool is complimentary with the purchase of a Pool Day Bed All juice and soda mixers are included with the purchase of a bottle
Exact location will be determined when you arrive at the door
Maximum capacity of 15 person(s) per Bungalow
Azilo Ultra Pool will be aged 21+ daily"
451,https://images.discotech.me/events/None/56f26f4e-fe45-47e6-aa83-63b6010d50c0.jpg?auto=format%2Ccompress,DJ Buza,Liquid,Las Vegas,"Friday, August 19, 2022 11:00 AM","Tickets
Tickets available online.
View Tickets"
452,https://images.discotech.me/events/37168839/0b9b19b4-a406-433a-9857-f5f6d5e47dc0.jpeg?auto=format%2Ccompress,DJ Five,Encore Beach Club (EBC),Las Vegas,"Friday, August 19, 2022 11:00 AM","Bottle Service
Bottle Menu Unavailable Floor Plan
Table Reservations close at 9 am
Beach Couch
6 GUESTS | $1,000.00 MIN
Tables 500-535. Small sized couch and table on pool deck. 20% deposit required to secure your reservation.
Lily Pad
6 GUESTS | $1,500.00 MIN
Tables 400-421. Table with umbrella located on the pool. Minimum can be spent on Beverage ONLY
L Couch
8 GUESTS | $1,500.00 MIN
L shaped couch located near middle of venue. 20% deposit required to secure your reservation.
Daybed
8 GUESTS | $1,500.00 MIN
Tables 300-320. Large daybed and table.
Gaming Pavilion Table
6 GUESTS | $1,500.00 MIN
Tables G1-G8. Shaded table located under gaming pavilion
Center Pool Lily Pad
8 GUESTS | $2,000.00 MIN
Tables 400-421. Table with umbrella located in the center of the pool. 20% deposit required to secure your reservation.
Center L Couch
8 GUESTS | $2,000.00 MIN
Table 604-605. L shaped couch located in the center of the venue. 20% deposit required to secure your reservation.
Upper Cabana
10 GUESTS | $2,500.00 MIN
Tables 200-213. Cabana located on the second floor. 20% deposit required to secure your reservation.
Dance Floor Section
10 GUESTS | $3,000.00 MIN
Lower Cabana
12 GUESTS | $3,500.00 MIN
Tables 100-113. Cabana located on the main floor. 20% deposit required to secure your reservation.
Water Couch
10 GUESTS | $3,500.00 MIN
Tables 600-603. Prime Couch located in the pool, front and center of DJ. 20% deposit required to secure your reservation.
Upper Bungalow
12 GUESTS | $5,000.00 MIN
Tables 5-8. Super sized cabana located on second floor. 20% deposit required to secure your reservation.
Dancefloor Water Couch
10 GUESTS | $5,000.00 MIN"
453,https://images.discotech.me/events/37179314/c5e06f92-be55-4c58-a5ff-c9cc37a207c7.jpg?auto=format%2Ccompress,DJ Shift – Playboy Summer Search,Wet Republic,Las Vegas,"Friday, August 19, 2022 11:00 AM","Tickets
Tickets available online.
View Tickets"
454,https://images.discotech.me/events/37164727/a690fc44-7957-4308-83a1-8bdc0ce28e6e.png?auto=format%2Ccompress,"DJ Tay James, Zen Freeman",AYU Dayclub,Las Vegas,"Friday, August 19, 2022 11:00 AM","Tickets
Use promo code DISCO to get a 10% discount off your tickets!
View Tickets"
455,https://images.discotech.me/events/37179184/2228123e-a91c-4907-a826-9fb8a7c184f8.jpg?auto=format%2Ccompress,Dombresky,Tao Beach,Las Vegas,"Friday, August 19, 2022 11:00 AM","Tickets
Tickets available online.
View Tickets"
456,https://images.discotech.me/events/37179387/e5bbbb10-9b1a-4a7a-9a6c-efc8f10e8c50.jpg?auto=format%2Ccompress,Lema,Marquee Dayclub,Las Vegas,"Friday, August 19, 2022 11:00 AM","Tickets
Tickets available online.
View Tickets"
457,https://images.discotech.me/events/37198949/a4a834c4-5df5-462e-8aa3-c84d351f39c8.jpeg?auto=format%2Ccompress,Maria Romano,Drai's Beach Club,Las Vegas,"Friday, August 19, 2022 11:00 AM","Tickets
Use promo code DISCO to save 10% on your ticket purchase! Promo code only valid for certain events.
View Tickets"
458,https://images.discotech.me/events/None/261b5817-ecaa-446f-89b0-d325f5fb2e75.jpg?auto=format%2Ccompress,Spydat.e.k,Daylight,Las Vegas,"Friday, August 19, 2022 11:00 AM","Tickets
Use promo code DISCO to save $2 on your ticket purchase!
View Tickets"
