,urls
761,https://app.discotech.me/events/37211141-nikki-beach-wednesdays-at-nikki-beach
762,https://app.discotech.me/events/37241855-strawberry-moon-wednesdays-at-strawberry-moon
763,https://app.discotech.me/events/37212411-kaori-wednesdays-at-kaori
764,https://app.discotech.me/events/37212356-chi-dinner-at-chi
765,https://app.discotech.me/events/37212150-el-tucan-wednesdays-at-el-tucan
766,https://app.discotech.me/events/37225050-ladies-wednesdays-at-mandrake
767,https://app.discotech.me/events/37212233-marion-wednesdays-at-marion
768,https://app.discotech.me/events/37211973-my-boyfriend-is-out-of-town-at-baoli
769,https://app.discotech.me/events/37213981-social-wednesdays-at-no-3-social-rooftop
770,https://app.discotech.me/events/37212144-mau-wednesdays-at-mau
771,https://app.discotech.me/events/37212434-bottled-blonde-wednesdays-at-blottled-blonde
772,https://app.discotech.me/events/37211194-komodo-wednesdays-at-komodo-lounge
773,https://app.discotech.me/events/37211146-surfcomber-thursdays-at-surfcomber-hotel
774,https://app.discotech.me/events/37211142-nikki-beach-thursdays-at-nikki-beach
775,https://app.discotech.me/events/37241856-strawberry-moon-thursdays-at-strawberry-moon
776,https://app.discotech.me/events/37212412-kaori-thursdays-at-kaori
777,https://app.discotech.me/events/37212357-chi-dinner-party-at-chi
778,https://app.discotech.me/events/37228800-living-room-thursdays-at-living-room-bar
779,https://app.discotech.me/events/37211974-baoli-thursdays-at-baoli
780,https://app.discotech.me/events/37212151-el-tucan-thursdays-at-el-tucan
781,https://app.discotech.me/events/37225066-mandrake-thursdays-at-mandrake
782,https://app.discotech.me/events/37194882-noche-caliente-at-the-clevelander
783,https://app.discotech.me/events/37217273-rnb-thursdays-at-da-cave
784,https://app.discotech.me/events/37213997-social-thursdays-at-no-3-social-rooftop
785,https://app.discotech.me/events/37212232-thursday-soiree-at-marion
786,https://app.discotech.me/events/37211643-centro-latin-thursdays-at-centro-wynwood
787,https://app.discotech.me/events/37212141-mau-thursdays-at-mau
788,https://app.discotech.me/events/37212438-bottled-blonde-thursdays-at-blottled-blonde
789,https://app.discotech.me/events/37211150-e11even-thursdays-at-e11even
790,https://app.discotech.me/events/37230959-miami-nightclub-package-at-miami-club-crawl
791,https://app.discotech.me/events/37211246-ladies-thursdays-at-mr-jones
792,https://app.discotech.me/events/37212110-pasarela-dinner-party-at-swan
793,https://app.discotech.me/events/37242612-thursdays-at-liv
794,https://app.discotech.me/events/37211196-mynt-thursdays-at-mynt
795,https://app.discotech.me/events/37211132-retreat-fridays-at-hyde-beach
796,https://app.discotech.me/events/37211147-surfcomber-fridays-at-surfcomber-hotel
797,https://app.discotech.me/events/37211136-nikki-beach-fridays-at-nikki-beach
798,https://app.discotech.me/events/37212275-strawberry-moon-fridays-at-strawberry-moon
799,https://app.discotech.me/events/37212413-kaori-fridays-at-kaori
800,https://app.discotech.me/events/37212358-chi-dinner-party-at-chi
801,https://app.discotech.me/events/37228816-living-room-fridays-at-living-room-bar
802,https://app.discotech.me/events/37211975-baoli-fridays-at-baoli
803,https://app.discotech.me/events/37212152-el-tucan-fridays-at-el-tucan
804,https://app.discotech.me/events/37140543-luke-bryan-raised-up-right-tour-2022-at-ithink-financial-amphitheater
805,https://app.discotech.me/events/37225082-mandrake-fridays-at-mandrake
806,https://app.discotech.me/events/37212235-marion-fridays-at-marion
807,https://app.discotech.me/events/37214013-social-fridays-at-no-3-social-rooftop
808,https://app.discotech.me/events/37211644-centro-fridays-at-centro-wynwood
809,https://app.discotech.me/events/37212140-mau-fridays-at-mau
810,https://app.discotech.me/events/37163413-wisin-y-yandel-la-ultima-mision-at-ftx-arena
811,https://app.discotech.me/events/37217289-flash-fridays-at-da-cave
812,https://app.discotech.me/events/37221172-miami-booze-cruise-1-miami-party-boat-package-at-boat-party-booze-cruise
813,https://app.discotech.me/events/37212435-bottled-blonde-fridays-at-blottled-blonde
814,https://app.discotech.me/events/37211151-e11even-fridays-at-e11even
815,https://app.discotech.me/events/37252542-haus-of-hyde-at-hyde-lounge
816,https://app.discotech.me/events/37211191-komodo-fridays-at-komodo-lounge
817,https://app.discotech.me/events/37233040-miami-nightclub-package-at-miami-club-crawl
818,https://app.discotech.me/events/37211243-baller-fridays-at-mr-jones
819,https://app.discotech.me/events/37238499-dom-dolla-and-dombresky-at-space-terrace
820,https://app.discotech.me/events/37241044-kaskade-at-story
821,https://app.discotech.me/events/37237450-long-live-the-queen-at-mad-club
822,https://app.discotech.me/events/37212109-swan-fridays-at-swan
823,https://app.discotech.me/events/37211415-yes-fridays-at-exchange-miami
824,https://app.discotech.me/events/37242613-fridays-at-liv
825,https://app.discotech.me/events/37212284-vendome-fridays-at-vendome-miami
826,https://app.discotech.me/events/37211197-mynt-fridays-at-mynt
827,https://app.discotech.me/events/37212205-villa-del-sol-saturdays-at-baia-beach-club
828,https://app.discotech.me/events/37212276-saturdays-at-the-pool-at-strawberry-moon
829,https://app.discotech.me/events/37211148-surfcomber-saturdays-at-surfcomber-hotel
830,https://app.discotech.me/events/37211133-swim-club-saturdays-at-hyde-beach
831,https://app.discotech.me/events/37212439-bottled-blonde-saturdays-at-blottled-blonde
832,https://app.discotech.me/events/37211137-rose-saturdays-at-nikki-beach
833,https://app.discotech.me/events/37212295-saturday-pool-party-at-altitude-pool
834,https://app.discotech.me/events/37142443-play-pool-party-at-the-clevelander
835,https://app.discotech.me/events/37234567-bonobo-fragments-live-tour-at-the-ground
836,https://app.discotech.me/events/37189847-bonobo-fragments-live-tour-space-park-at-space-park
837,https://app.discotech.me/events/37212414-kaori-saturdays-at-kaori
838,https://app.discotech.me/events/37159509-alice-in-chains-and-breaking-benjamin-bush-with-special-guests-at-ithink-financial-amphitheater
839,https://app.discotech.me/events/37212359-chi-dinner-party-at-chi
840,https://app.discotech.me/events/37228769-living-room-saturdays-at-living-room-bar
841,https://app.discotech.me/events/37211976-baoli-saturdays-at-baoli
842,https://app.discotech.me/events/37212153-el-tucan-saturdays-at-el-tucan
843,https://app.discotech.me/events/37225098-mandrake-saturdays-at-mandrake
844,https://app.discotech.me/events/37212234-marion-saturdays-at-marion
845,https://app.discotech.me/events/37214029-social-saturdays-at-no-3-social-rooftop
846,https://app.discotech.me/events/37211645-centro-saturdays-at-centro-wynwood
847,https://app.discotech.me/events/37221842-ladies-rb-kickback-concert-at-james-l-knight-center
848,https://app.discotech.me/events/37212142-mau-saturdays-at-mau
849,https://app.discotech.me/events/37152294-sebastian-yatra-dharma-north-america-tour-2022-at-ftx-arena
850,https://app.discotech.me/events/37241671-valentino-khan-at-1-800-lucky
851,https://app.discotech.me/events/37217305-euphoric-saturdays-at-da-cave
852,https://app.discotech.me/events/37253104-lee-cabrera-at-treehouse
853,https://app.discotech.me/events/37221173-miami-booze-cruise-1-miami-party-boat-package-at-boat-party-booze-cruise
854,https://app.discotech.me/events/37211152-e11even-saturdays-at-e11even
855,https://app.discotech.me/events/37211192-katana-saturdays-at-komodo-lounge
856,https://app.discotech.me/events/37233041-miami-nightclub-package-at-miami-club-crawl
857,https://app.discotech.me/events/37237425-let-them-eat-cake-at-mad-club
858,https://app.discotech.me/events/37212220-saturdays-at-tucandela
859,https://app.discotech.me/events/37211416-snl-saturdays-at-exchange-miami
860,https://app.discotech.me/events/37212111-swan-saturdays-at-swan
861,https://app.discotech.me/events/37238500-the-blessed-madonna-and-haai-at-space-terrace
862,https://app.discotech.me/events/37211245-vice-saturdays-at-mr-jones
863,https://app.discotech.me/events/37250555-two-friends-at-liv
864,https://app.discotech.me/events/37212285-vendome-saturdays-at-vendome-miami
865,https://app.discotech.me/events/37211198-mynt-saturdays-at-mynt
866,https://app.discotech.me/events/37211134-sls-sundays-at-hyde-beach
867,https://app.discotech.me/events/37212277-sundays-at-the-pool-at-strawberry-moon
868,https://app.discotech.me/events/37211149-surfcomber-sundays-at-surfcomber-hotel
869,https://app.discotech.me/events/37212436-bottled-blonde-sundays-at-blottled-blonde
870,https://app.discotech.me/events/37211138-nikki-beach-sundays-at-nikki-beach
871,https://app.discotech.me/events/37212296-sunday-pool-party-at-altitude-pool
872,https://app.discotech.me/events/37227551-official-football-headquarters-hosting-the-ultimate-tailgate-party-at-the-clevelander
873,https://app.discotech.me/events/37252567-sundays-are-lucky-at-1-800-lucky
874,https://app.discotech.me/events/37212415-kaori-sundays-at-kaori
875,https://app.discotech.me/events/37212360-chi-dinner-at-chi
876,https://app.discotech.me/events/37221174-miami-booze-cruise-1-miami-party-boat-package-at-boat-party-booze-cruise
877,https://app.discotech.me/events/37202845-ryan-castro-live-in-concert-at-oasis-wynwood
878,https://app.discotech.me/events/37214045-social-sundays-at-no-3-social-rooftop
879,https://app.discotech.me/events/37211646-centro-sundays-at-centro-wynwood
880,https://app.discotech.me/events/37212143-mau-sundays-at-mau
881,https://app.discotech.me/events/37212421-sunday-vibez-at-rosario
882,https://app.discotech.me/events/37211153-e11even-sundays-at-e11even
883,https://app.discotech.me/events/37238501-malaa-don-malaa-album-tour-at-space-terrace
884,https://app.discotech.me/events/37211418-cachete-sundays-at-exchange-miami
885,https://app.discotech.me/events/37211135-liv-on-sundays-at-liv
886,https://app.discotech.me/events/37211242-tease-sundays-at-mr-jones
887,https://app.discotech.me/events/37215182-surfcomber-mondays-at-surfcomber-hotel
888,https://app.discotech.me/events/37215178-less-mondays-at-nikki-beach
889,https://app.discotech.me/events/37216412-chi-dinner-at-chi
890,https://app.discotech.me/events/37194883-rock-star-karaoke-at-the-clevelander
891,https://app.discotech.me/events/37215232-komodo-lounge-mondays-at-komodo-lounge
892,https://app.discotech.me/events/37233832-miami-nightclub-package-at-miami-club-crawl
893,https://app.discotech.me/events/37216163-swan-mondays-at-swan
894,https://app.discotech.me/events/37216337-vendome-mondays-at-vendome-miami
895,https://app.discotech.me/events/37215238-party-dinner-myntu-at-mynt
896,https://app.discotech.me/events/37215183-surfcomber-tuesdays-at-surfcomber-hotel
897,https://app.discotech.me/events/37215179-nikki-beach-tuesdays-at-nikki-beach
898,https://app.discotech.me/events/37216461-kaori-tuesdays-at-kaori
899,https://app.discotech.me/events/37216413-chi-dinner-at-chi
900,https://app.discotech.me/events/37228785-living-room-tuesdays-at-living-room-bar
901,https://app.discotech.me/events/37216029-baoli-tuesdays-at-baoli
902,https://app.discotech.me/events/37185926-lil-nas-x-long-live-montero-at-james-l-knight-center
903,https://app.discotech.me/events/37216200-mau-tuesdays-at-mau
904,https://app.discotech.me/events/37216488-bottled-blonde-tuesdays-at-blottled-blonde
905,https://app.discotech.me/events/37215283-purge-tuesdays-at-mr-jones
906,https://app.discotech.me/events/37215184-surfcomber-wednesdays-at-surfcomber-hotel
907,https://app.discotech.me/events/37215180-nikki-beach-wednesdays-at-nikki-beach
908,https://app.discotech.me/events/37216462-kaori-wednesdays-at-kaori
909,https://app.discotech.me/events/37216407-chi-dinner-at-chi
910,https://app.discotech.me/events/37216205-el-tucan-wednesdays-at-el-tucan
911,https://app.discotech.me/events/37225051-ladies-wednesdays-at-mandrake
912,https://app.discotech.me/events/37216284-marion-wednesdays-at-marion
913,https://app.discotech.me/events/37216025-my-boyfriend-is-out-of-town-at-baoli
914,https://app.discotech.me/events/37215681-social-wednesdays-at-no-3-social-rooftop
915,https://app.discotech.me/events/37216199-mau-wednesdays-at-mau
916,https://app.discotech.me/events/37216485-bottled-blonde-wednesdays-at-blottled-blonde
917,https://app.discotech.me/events/37215233-komodo-wednesdays-at-komodo-lounge
918,https://app.discotech.me/events/37215185-surfcomber-thursdays-at-surfcomber-hotel
919,https://app.discotech.me/events/37215181-nikki-beach-thursdays-at-nikki-beach
920,https://app.discotech.me/events/37216463-kaori-thursdays-at-kaori
921,https://app.discotech.me/events/37216408-chi-dinner-party-at-chi
922,https://app.discotech.me/events/37228801-living-room-thursdays-at-living-room-bar
923,https://app.discotech.me/events/37216026-baoli-thursdays-at-baoli
924,https://app.discotech.me/events/37216206-el-tucan-thursdays-at-el-tucan
925,https://app.discotech.me/events/37225067-mandrake-thursdays-at-mandrake
926,https://app.discotech.me/events/37194884-noche-caliente-at-the-clevelander
927,https://app.discotech.me/events/37217274-rnb-thursdays-at-da-cave
928,https://app.discotech.me/events/37215682-social-thursdays-at-no-3-social-rooftop
929,https://app.discotech.me/events/37216283-thursday-soiree-at-marion
930,https://app.discotech.me/events/37215686-centro-latin-thursdays-at-centro-wynwood
931,https://app.discotech.me/events/37216196-mau-thursdays-at-mau
932,https://app.discotech.me/events/37216489-bottled-blonde-thursdays-at-blottled-blonde
933,https://app.discotech.me/events/37215189-e11even-thursdays-at-e11even
934,https://app.discotech.me/events/37234596-miami-nightclub-package-at-miami-club-crawl
935,https://app.discotech.me/events/37215285-ladies-thursdays-at-mr-jones
936,https://app.discotech.me/events/37216165-pasarela-dinner-party-at-swan
937,https://app.discotech.me/events/37215235-mynt-thursdays-at-mynt
938,https://app.discotech.me/events/37216326-fridays-at-the-pool-at-strawberry-moon
939,https://app.discotech.me/events/37215171-retreat-fridays-at-hyde-beach
940,https://app.discotech.me/events/37215186-surfcomber-fridays-at-surfcomber-hotel
941,https://app.discotech.me/events/37215175-nikki-beach-fridays-at-nikki-beach
942,https://app.discotech.me/events/37216464-kaori-fridays-at-kaori
943,https://app.discotech.me/events/37216409-chi-dinner-party-at-chi
944,https://app.discotech.me/events/37228817-living-room-fridays-at-living-room-bar
945,https://app.discotech.me/events/37216027-baoli-fridays-at-baoli
946,https://app.discotech.me/events/37216207-el-tucan-fridays-at-el-tucan
947,https://app.discotech.me/events/37225083-mandrake-fridays-at-mandrake
948,https://app.discotech.me/events/37216286-marion-fridays-at-marion
949,https://app.discotech.me/events/37215683-social-fridays-at-no-3-social-rooftop
950,https://app.discotech.me/events/37205909-yung-bae-groove-continental-the-tour-at-oasis-wynwood
951,https://app.discotech.me/events/37215687-centro-fridays-at-centro-wynwood
952,https://app.discotech.me/events/37216195-mau-fridays-at-mau
953,https://app.discotech.me/events/37217290-flash-fridays-at-da-cave
954,https://app.discotech.me/events/37221175-miami-booze-cruise-1-miami-party-boat-package-at-boat-party-booze-cruise
955,https://app.discotech.me/events/37216486-bottled-blonde-fridays-at-blottled-blonde
956,https://app.discotech.me/events/37215190-e11even-fridays-at-e11even
957,https://app.discotech.me/events/37215230-komodo-fridays-at-komodo-lounge
958,https://app.discotech.me/events/37234597-miami-nightclub-package-at-miami-club-crawl
959,https://app.discotech.me/events/37215282-baller-fridays-at-mr-jones
960,https://app.discotech.me/events/37237451-long-live-the-queen-at-mad-club
961,https://app.discotech.me/events/37245243-nic-fanciulli-at-space-terrace
962,https://app.discotech.me/events/37216164-swan-fridays-at-swan
963,https://app.discotech.me/events/37215453-yes-fridays-at-exchange-miami
964,https://app.discotech.me/events/37216335-vendome-fridays-at-vendome-miami
965,https://app.discotech.me/events/37215236-mynt-fridays-at-mynt
966,https://app.discotech.me/events/37216256-villa-del-sol-saturdays-at-baia-beach-club
967,https://app.discotech.me/events/37216327-saturdays-at-the-pool-at-strawberry-moon
968,https://app.discotech.me/events/37215187-surfcomber-saturdays-at-surfcomber-hotel
969,https://app.discotech.me/events/37215172-swim-club-saturdays-at-hyde-beach
970,https://app.discotech.me/events/37216490-bottled-blonde-saturdays-at-blottled-blonde
971,https://app.discotech.me/events/37215176-rose-saturdays-at-nikki-beach
972,https://app.discotech.me/events/37216346-saturday-pool-party-at-altitude-pool
973,https://app.discotech.me/events/37227552-play-pool-party-at-the-clevelander
974,https://app.discotech.me/events/37216465-kaori-saturdays-at-kaori
975,https://app.discotech.me/events/37216410-chi-dinner-party-at-chi
976,https://app.discotech.me/events/37228770-living-room-saturdays-at-living-room-bar
977,https://app.discotech.me/events/37216028-baoli-saturdays-at-baoli
978,https://app.discotech.me/events/37216208-el-tucan-saturdays-at-el-tucan
979,https://app.discotech.me/events/37225099-mandrake-saturdays-at-mandrake
980,https://app.discotech.me/events/37216285-marion-saturdays-at-marion
981,https://app.discotech.me/events/37215684-social-saturdays-at-no-3-social-rooftop
982,https://app.discotech.me/events/37215688-centro-saturdays-at-centro-wynwood
983,https://app.discotech.me/events/37209317-fito-paez-el-amor-30-anos-despues-del-amor--at-james-l-knight-center
984,https://app.discotech.me/events/37216197-mau-saturdays-at-mau
985,https://app.discotech.me/events/37233429-dirty-south-at-treehouse
986,https://app.discotech.me/events/37217306-euphoric-saturdays-at-da-cave
987,https://app.discotech.me/events/37221187-miami-booze-cruise-1-miami-party-boat-package-at-boat-party-booze-cruise
988,https://app.discotech.me/events/37215191-e11even-saturdays-at-e11even
989,https://app.discotech.me/events/37215231-katana-saturdays-at-komodo-lounge
990,https://app.discotech.me/events/37234886-miami-nightclub-package-at-miami-club-crawl
991,https://app.discotech.me/events/37237426-let-them-eat-cake-at-mad-club
992,https://app.discotech.me/events/37092821-miami-nice-2022-10th-annual-all-white-yacht-party-miami-carnival-weekend-at-boat-party-booze-cruise
993,https://app.discotech.me/events/37216271-saturdays-at-tucandela
994,https://app.discotech.me/events/37215454-snl-saturdays-at-exchange-miami
995,https://app.discotech.me/events/37238502-stephan-jolk-and-korolova-at-space-terrace
996,https://app.discotech.me/events/37216166-swan-saturdays-at-swan
997,https://app.discotech.me/events/37215284-vice-saturdays-at-mr-jones
998,https://app.discotech.me/events/37216336-vendome-saturdays-at-vendome-miami
999,https://app.discotech.me/events/37215237-mynt-saturdays-at-mynt
1000,https://app.discotech.me/events/37215173-sls-sundays-at-hyde-beach
1001,https://app.discotech.me/events/37216328-sundays-at-the-pool-at-strawberry-moon
1002,https://app.discotech.me/events/37215188-surfcomber-sundays-at-surfcomber-hotel
1003,https://app.discotech.me/events/37216487-bottled-blonde-sundays-at-blottled-blonde
1004,https://app.discotech.me/events/37215177-nikki-beach-sundays-at-nikki-beach
1005,https://app.discotech.me/events/37216347-sunday-pool-party-at-altitude-pool
1006,https://app.discotech.me/events/37227553-official-football-headquarters-hosting-the-ultimate-tailgate-party-at-the-clevelander
1007,https://app.discotech.me/events/37252568-sundays-are-lucky-at-1-800-lucky
1008,https://app.discotech.me/events/37216466-kaori-sundays-at-kaori
1009,https://app.discotech.me/events/37216411-chi-dinner-at-chi
1010,https://app.discotech.me/events/37221176-miami-booze-cruise-1-miami-party-boat-package-at-boat-party-booze-cruise
1011,https://app.discotech.me/events/37215685-social-sundays-at-no-3-social-rooftop
1012,https://app.discotech.me/events/37131090-zac-brown-band-out-in-the-middle-tour-at-ithink-financial-amphitheater
1013,https://app.discotech.me/events/37215689-centro-sundays-at-centro-wynwood
1014,https://app.discotech.me/events/37216198-mau-sundays-at-mau
1015,https://app.discotech.me/events/37216472-sunday-vibez-at-rosario
1016,https://app.discotech.me/events/37215192-e11even-sundays-at-e11even
1017,https://app.discotech.me/events/37215456-cachete-sundays-at-exchange-miami
1018,https://app.discotech.me/events/37215174-liv-on-sundays-at-liv
1019,https://app.discotech.me/events/37215281-tease-sundays-at-mr-jones
1020,https://app.discotech.me/events/37219234-surfcomber-mondays-at-surfcomber-hotel
1021,https://app.discotech.me/events/37219230-less-mondays-at-nikki-beach
1022,https://app.discotech.me/events/37220426-chi-dinner-at-chi
1023,https://app.discotech.me/events/37194885-rock-star-karaoke-at-the-clevelander
1024,https://app.discotech.me/events/37219284-komodo-lounge-mondays-at-komodo-lounge
1025,https://app.discotech.me/events/37237254-miami-nightclub-package-at-miami-club-crawl
1026,https://app.discotech.me/events/37220178-swan-mondays-at-swan
1027,https://app.discotech.me/events/37220350-vendome-mondays-at-vendome-miami
1028,https://app.discotech.me/events/37219290-party-dinner-myntu-at-mynt
1029,https://app.discotech.me/events/37219235-surfcomber-tuesdays-at-surfcomber-hotel
1030,https://app.discotech.me/events/37219231-nikki-beach-tuesdays-at-nikki-beach
1031,https://app.discotech.me/events/37220475-kaori-tuesdays-at-kaori
1032,https://app.discotech.me/events/37220427-chi-dinner-at-chi
1033,https://app.discotech.me/events/37228786-living-room-tuesdays-at-living-room-bar
1034,https://app.discotech.me/events/37220044-baoli-tuesdays-at-baoli
1035,https://app.discotech.me/events/37220213-mau-tuesdays-at-mau
1036,https://app.discotech.me/events/37220502-bottled-blonde-tuesdays-at-blottled-blonde
1037,https://app.discotech.me/events/37219335-purge-tuesdays-at-mr-jones
1038,https://app.discotech.me/events/37219236-surfcomber-wednesdays-at-surfcomber-hotel
1039,https://app.discotech.me/events/37219232-nikki-beach-wednesdays-at-nikki-beach
1040,https://app.discotech.me/events/37220476-kaori-wednesdays-at-kaori
1041,https://app.discotech.me/events/37220421-chi-dinner-at-chi
1042,https://app.discotech.me/events/37220218-el-tucan-wednesdays-at-el-tucan
1043,https://app.discotech.me/events/37225052-ladies-wednesdays-at-mandrake
1044,https://app.discotech.me/events/37220297-marion-wednesdays-at-marion
1045,https://app.discotech.me/events/37220040-my-boyfriend-is-out-of-town-at-baoli
1046,https://app.discotech.me/events/37219716-social-wednesdays-at-no-3-social-rooftop
1047,https://app.discotech.me/events/37220212-mau-wednesdays-at-mau
1048,https://app.discotech.me/events/37220499-bottled-blonde-wednesdays-at-blottled-blonde
1049,https://app.discotech.me/events/37219285-komodo-wednesdays-at-komodo-lounge
1050,https://app.discotech.me/events/37219237-surfcomber-thursdays-at-surfcomber-hotel
1051,https://app.discotech.me/events/37219233-nikki-beach-thursdays-at-nikki-beach
1052,https://app.discotech.me/events/37220477-kaori-thursdays-at-kaori
1053,https://app.discotech.me/events/37220422-chi-dinner-party-at-chi
1054,https://app.discotech.me/events/37228802-living-room-thursdays-at-living-room-bar
1055,https://app.discotech.me/events/37220041-baoli-thursdays-at-baoli
1056,https://app.discotech.me/events/37220219-el-tucan-thursdays-at-el-tucan
1057,https://app.discotech.me/events/37225068-mandrake-thursdays-at-mandrake
1058,https://app.discotech.me/events/37194886-noche-caliente-at-the-clevelander
1059,https://app.discotech.me/events/37220580-rnb-thursdays-at-da-cave
1060,https://app.discotech.me/events/37219717-social-thursdays-at-no-3-social-rooftop
1061,https://app.discotech.me/events/37220296-thursday-soiree-at-marion
1062,https://app.discotech.me/events/37219721-centro-latin-thursdays-at-centro-wynwood
1063,https://app.discotech.me/events/37220209-mau-thursdays-at-mau
1064,https://app.discotech.me/events/37220503-bottled-blonde-thursdays-at-blottled-blonde
1065,https://app.discotech.me/events/37219241-e11even-thursdays-at-e11even
1066,https://app.discotech.me/events/37238659-miami-nightclub-package-at-miami-club-crawl
1067,https://app.discotech.me/events/37219337-ladies-thursdays-at-mr-jones
1068,https://app.discotech.me/events/37220180-pasarela-dinner-party-at-swan
1069,https://app.discotech.me/events/37219287-mynt-thursdays-at-mynt
1070,https://app.discotech.me/events/37220339-fridays-at-the-pool-at-strawberry-moon
1071,https://app.discotech.me/events/37219223-retreat-fridays-at-hyde-beach
1072,https://app.discotech.me/events/37219238-surfcomber-fridays-at-surfcomber-hotel
1073,https://app.discotech.me/events/37219227-nikki-beach-fridays-at-nikki-beach
1074,https://app.discotech.me/events/37220478-kaori-fridays-at-kaori
1075,https://app.discotech.me/events/37220423-chi-dinner-party-at-chi
1076,https://app.discotech.me/events/37228818-living-room-fridays-at-living-room-bar
1077,https://app.discotech.me/events/37220042-baoli-fridays-at-baoli
1078,https://app.discotech.me/events/37220220-el-tucan-fridays-at-el-tucan
1079,https://app.discotech.me/events/37225084-mandrake-fridays-at-mandrake
1080,https://app.discotech.me/events/37220299-marion-fridays-at-marion
1081,https://app.discotech.me/events/37219718-social-fridays-at-no-3-social-rooftop
1082,https://app.discotech.me/events/37193030-jack-harlow-come-home-the-kids-miss-you-tour-at-bayfront-park
1083,https://app.discotech.me/events/37219722-centro-fridays-at-centro-wynwood
1084,https://app.discotech.me/events/37220208-mau-fridays-at-mau
1085,https://app.discotech.me/events/37220581-flash-fridays-at-da-cave
1086,https://app.discotech.me/events/37221177-miami-booze-cruise-1-miami-party-boat-package-at-boat-party-booze-cruise
1087,https://app.discotech.me/events/37246655-sacha-robotti-at-treehouse
1088,https://app.discotech.me/events/37220500-bottled-blonde-fridays-at-blottled-blonde
1089,https://app.discotech.me/events/37219242-e11even-fridays-at-e11even
1090,https://app.discotech.me/events/37219282-komodo-fridays-at-komodo-lounge
1091,https://app.discotech.me/events/37238660-miami-nightclub-package-at-miami-club-crawl
1092,https://app.discotech.me/events/37219334-baller-fridays-at-mr-jones
1093,https://app.discotech.me/events/37248613-desert-hearts-at-space-terrace
1094,https://app.discotech.me/events/37237452-long-live-the-queen-at-mad-club
1095,https://app.discotech.me/events/37220179-swan-fridays-at-swan
1096,https://app.discotech.me/events/37219498-yes-fridays-at-exchange-miami
1097,https://app.discotech.me/events/37220348-vendome-fridays-at-vendome-miami
1098,https://app.discotech.me/events/37219288-mynt-fridays-at-mynt
1099,https://app.discotech.me/events/37220269-villa-del-sol-saturdays-at-baia-beach-club
1100,https://app.discotech.me/events/37220340-saturdays-at-the-pool-at-strawberry-moon
1101,https://app.discotech.me/events/37219239-surfcomber-saturdays-at-surfcomber-hotel
1102,https://app.discotech.me/events/37219224-swim-club-saturdays-at-hyde-beach
1103,https://app.discotech.me/events/37220504-bottled-blonde-saturdays-at-blottled-blonde
1104,https://app.discotech.me/events/37219228-rose-saturdays-at-nikki-beach
1105,https://app.discotech.me/events/37220359-saturday-pool-party-at-altitude-pool
1106,https://app.discotech.me/events/37227554-play-pool-party-at-the-clevelander
1107,https://app.discotech.me/events/37220479-kaori-saturdays-at-kaori
1108,https://app.discotech.me/events/37220424-chi-dinner-party-at-chi
1109,https://app.discotech.me/events/37228771-living-room-saturdays-at-living-room-bar
1110,https://app.discotech.me/events/37220043-baoli-saturdays-at-baoli
1111,https://app.discotech.me/events/37220221-el-tucan-saturdays-at-el-tucan
1112,https://app.discotech.me/events/37225100-mandrake-saturdays-at-mandrake
1113,https://app.discotech.me/events/37220298-marion-saturdays-at-marion
1114,https://app.discotech.me/events/37219719-social-saturdays-at-no-3-social-rooftop
1115,https://app.discotech.me/events/37219723-centro-saturdays-at-centro-wynwood
1116,https://app.discotech.me/events/37234379-iheartradio-fiesta-latina-at-ftx-arena
1117,https://app.discotech.me/events/37220210-mau-saturdays-at-mau
1118,https://app.discotech.me/events/37220582-euphoric-saturdays-at-da-cave
1119,https://app.discotech.me/events/37221178-miami-booze-cruise-1-miami-party-boat-package-at-boat-party-booze-cruise
1120,https://app.discotech.me/events/37219243-e11even-saturdays-at-e11even
1121,https://app.discotech.me/events/37219283-katana-saturdays-at-komodo-lounge
1122,https://app.discotech.me/events/37239203-miami-nightclub-package-at-miami-club-crawl
1123,https://app.discotech.me/events/37237427-let-them-eat-cake-at-mad-club
1124,https://app.discotech.me/events/37238503-sasha-kolsch-and-djulz-at-space-terrace
1125,https://app.discotech.me/events/37220284-saturdays-at-tucandela
1126,https://app.discotech.me/events/37219499-snl-saturdays-at-exchange-miami
1127,https://app.discotech.me/events/37220181-swan-saturdays-at-swan
1128,https://app.discotech.me/events/37219336-vice-saturdays-at-mr-jones
1129,https://app.discotech.me/events/37252423-shimza-kasango-at-liv
1130,https://app.discotech.me/events/37220349-vendome-saturdays-at-vendome-miami
1131,https://app.discotech.me/events/37219289-mynt-saturdays-at-mynt
1132,https://app.discotech.me/events/37219225-sls-sundays-at-hyde-beach
1133,https://app.discotech.me/events/37220341-sundays-at-the-pool-at-strawberry-moon
1134,https://app.discotech.me/events/37219240-surfcomber-sundays-at-surfcomber-hotel
1135,https://app.discotech.me/events/37220501-bottled-blonde-sundays-at-blottled-blonde
1136,https://app.discotech.me/events/37219229-nikki-beach-sundays-at-nikki-beach
1137,https://app.discotech.me/events/37220360-sunday-pool-party-at-altitude-pool
1138,https://app.discotech.me/events/37227555-official-football-headquarters-hosting-the-ultimate-tailgate-party-at-the-clevelander
1139,https://app.discotech.me/events/37252569-sundays-are-lucky-at-1-800-lucky
1140,https://app.discotech.me/events/37220480-kaori-sundays-at-kaori
